id,url,headline,author,date
12,https://www.theverge.com/23312359/apple-iphone-lightning-cable-anniversary-10-years,"Apple’s Lightning cable turns 10, but its time is over",Mitchell Clark,N/A
13,https://www.theverge.com/23329415/the-lord-of-the-rings-of-power-review-amazon-prime,Amazon’s The Lord of the Rings: The Rings of Power is small-screen high fantasy done right,Charles Pulliam-Moore,2022-08-31
14,https://www.theverge.com/2022/9/1/23333124/t-mobile-sprint-layoffs-5g-merger-jobs-promise,The T-Mobile / Sprint merger hasn’t created jobs — it’s cut thousands,Jasmine Hicks,2022-09-01
15,https://www.theverge.com/2022/9/1/23333091/microsoft-edge-sidebar-widgets-search-email-recipes,"Microsoft Edge’s new sidebar banishes recipe stories, shows you email",Mitchell Clark,2022-09-01
16,https://www.theverge.com/2022/9/1/23332930/micron-idaho-manufacturing-chips-act-biden-white-house,Micron launches $15 billion Idaho project amid federal push for US tech manufacturing,Makena Kelly,2022-09-01
17,https://www.theverge.com/2022/9/1/23332807/house-of-the-dragon-miguel-sapochnik-exit,House of the Dragon co-showrunner Miguel Sapochnik has left the show ,Charles Pulliam-Moore,2022-09-01
18,https://www.theverge.com/23331712/motorola-edge-2022-review-screen-camera-battery-price,Motorola Edge (2022) review: a passing grade,Allison Johnson,2022-09-01
19,https://www.theverge.com/2022/9/1/23331228/sennheiser-ambeo-soundbar-plus-announced-features-price,"Sennheiser’s new $1,500 Ambeo Soundbar Plus will probably sound incredible",Chris Welch,2022-09-01
20,https://www.voxmedia.com/careers,"We're building great things, and we need your talent.",Justine Calma,N/A
21,https://www.theverge.com/2022/9/1/23332653/california-power-grid-heatwave-electricity-outages,California’s power grid is struggling to cope with extreme heat,Emma Roth,2022-09-01
22,https://www.theverge.com/23309954/apple-iphone-14-event-rumors-announcements-airpods-pro-watch-ios-16-watchos-9,What to expect from Apple’s iPhone 14 event,Thomas Ricker,2022-08-31
23,https://www.theverge.com/2022/9/1/23332775/leica-cine-1-ust-projector-price-specs-date,Leica is now making a Cine 1 laser projector that sits just inches from the wall,Jon Porter,2022-09-01
24,https://www.theverge.com/2022/9/1/23332684/ai-generated-artwork-wins-state-fair-competition-colorado,An AI-generated artwork’s state fair victory fuels arguments over ‘what art is’,James Vincent,2022-09-01
25,https://www.theverge.com/2022/9/1/23331888/jabra-elite-5-earbuds-announced-features-price,Jabra’s new $150 Elite 5 earbuds could be the sweet spot of its lineup,Chris Welch,N/A
26,https://www.theverge.com/2022/9/1/23330920/withings-body-comp-health-plus-artery-nerve-ifa-2022,Withings’ new smart scale measures your nerve and artery health,Victoria Song,2022-09-01
27,https://www.theverge.com/c/23309499/fema-disaster-consultants-climate-change-homeland,The Disaster Consultants,Nicole Wetsman,2022-08-31
28,https://www.theverge.com/2022/9/1/23332738/halo-infinite-season-3-delay-forge-launch-november,Halo Infinite’s co-op and Forge modes delayed to November,Tom Warren,2022-09-01
29,https://www.theverge.com/2022/9/1/23332661/razer-kishi-v2-ios-iphone-gaming-console-price-specs-release-features,The Razer Kishi V2 controller for iPhone is a better competitor against Backbone,Jess Weatherbed,2022-09-01
30,https://www.theverge.com/2022/9/1/23332594/lenovo-ideapad-5i-chromebook-tab-p11-pro-ifa-2022,Lenovo’s 120Hz Chromebook promises a smooth scroll,Monica Chin,2022-09-01
31,https://www.theverge.com/2022/9/1/23332596/youtube-recomendations-election-fraud-algorithm,YouTube’s recommendations pushed election denial content to election deniers,Nicole Wetsman,2022-09-01
32,https://www.theverge.com/c/23311333/tsa-history-airport-security-theater-homeland,The Humiliating History of the TSA,Darryl Campbell,2022-08-31
33,https://www.theverge.com/2022/9/1/23332658/pokemon-violet-scarlet-grafaiai-nintendo-switch,The newest Pokémon is a loner artist,Andrew Webster,2022-09-01
34,https://www.theverge.com/good-deals/2022/9/1/23331432/apple-airpods-max-nintendo-switch-oled-bundle-pokemon-govee-dreamview-paramount-plus-deal-sale,Apple’s AirPods Max are back down to their best price of $429 at Amazon,Antonio G. Di Benedetto,2022-09-01
35,https://www.theverge.com/23022617/best-bluetooth-speakers,The best Bluetooth speakers to buy right now,Chris Welch,2022-09-01
36,https://www.theverge.com/22429322/ios-14-how-to-close-quit-app-iphone,iOS basics: how to quit an app or restart your iPhone,Barbara Krasnoff,2022-09-01
37,https://www.theverge.com/23329531/the-last-of-us-part-1-review-ps5-remake,The Last of Us’ PS5 remake makes it feel like a modern game,Andrew Webster,2022-08-31
38,https://www.theverge.com/2022/9/1/23331801/tcl-2022-6-series-roku-tv-announced-features-price,TCL’s latest 6-Series Roku TV has serious gaming chops,Chris Welch,N/A
39,https://www.theverge.com/2022/9/1/23332417/samsung-galaxy-a23-5g-120hz-specs-price-date,Samsung’s Galaxy A23 brings 5G and a 120Hz display to the US for less than $300,Jess Weatherbed,2022-09-01
40,https://www.theverge.com/2022/9/1/23331954/google-computer-science-funding-grants-sundar-pichai,Google pledges $20 million to expand computer science education in the US,Monica Chin,2022-09-01
41,https://www.theverge.com/2022/9/1/23332363/twitter-edit-button-blue-subscription,"Twitter starts testing an edit button, but you have to pay for it",Tom Warren,2022-09-01
42,https://www.theverge.com/2022/9/1/23332451/microsoft-activision-blizzard-deal-uk-cma-comments,Microsoft pleads for its Activision Blizzard deal as UK regulator signals in-depth review,Tom Warren,2022-09-01
43,https://www.theverge.com/23329564/asus-zenbook-17-fold-oled-review-price-screen-specs-foldable,Asus Zenbook 17 Fold OLED review: the best foldable yet,Monica Chin,2022-08-31
44,https://www.theverge.com/2022/9/1/23332407/european-commission-smartphone-repairability-spare-parts-energy-labels-proposals,The EU wants to enforce better phone battery life and spare parts,Tom Warren,2022-09-01
45,https://www.theverge.com/2022/9/1/23332399/us-restricts-export-ai-training-chips-nvidia-amd-china,US restricts sale of AI training chips to China,James Vincent,2022-09-01
46,https://www.theverge.com/2022/9/1/23330694/garmin-venu-sq-2-black-panther-vivofit-jr-3-ifa-2022,Garmin beefs up battery for new Venu Sq 2 ,Victoria Song,2022-09-01
